,customer_id,is_subscriber,is_impatient,queue_name,day,arrival_time,num_items_ordered,item1,item2,item3,item4,item5,item6,item7,departure_time,action,profit,wait_time
0,807,True,False,premium_queue,1,0.36832053414742955,1,2,0,0,0,0,0,0,1.3683205341474296,served,7.0,1.0
1,880,True,False,premium_queue,1,2.118906265131803,4,3,8,1,10,0,0,0,5.368906265131804,served,16.9,3.2500000000000004
2,153,True,False,premium_queue,1,2.9824425800370626,3,7,8,2,0,0,0,0,7.868906265131804,served,14.7,4.886463685094741
3,600,True,True,premium_queue,1,4.5752879965459075,1,7,0,0,0,0,0,0,8.075287996545907,served,2.8,3.499999999999999
4,538,True,False,premium_queue,1,6.499118794837958,3,5,7,1,0,0,0,0,9.575287996545907,served,11.1,3.0761692017079483
5,388,True,False,premium_queue,1,6.604088606244839,3,2,7,5,0,0,0,0,11.575287996545907,served,12.5,4.971199390301067
6,566,False,False,regular_queue,1,11.46752010042973,2,10,7,0,0,0,0,0,12.21752010042973,served,5.199999999999999,0.75
7,59,True,False,premium_queue,1,7.193813606657668,3,6,6,8,0,0,0,0,13.325287996545907,served,12.100000000000001,6.131474389888239
8,242,True,False,premium_queue,1,9.35171534995456,4,5,7,6,9,0,0,0,17.075287996545907,served,16.75,7.723572646591347
9,491,True,False,premium_queue,1,9.977591938719957,1,2,0,0,0,0,0,0,18.075287996545907,served,7.0,8.09769605782595
10,752,False,False,regular_queue,1,19.492091756853196,3,1,1,4,0,0,0,0,21.992091756853196,served,16.799999999999997,2.5
11,334,True,False,premium_queue,1,13.614748491453128,3,7,7,6,0,0,0,0,22.864748491453128,served,9.2,9.25
12,489,True,False,premium_queue,1,10.353315370903404,4,6,4,2,3,0,0,0,23.325287996545907,served,20.2,12.971972625642502
13,205,True,False,premium_queue,1,26.30278326471752,3,2,8,2,0,0,0,0,28.30278326471752,served,18.9,2.0
14,103,True,False,premium_queue,1,27.99476642909334,1,1,0,0,0,0,0,0,28.80278326471752,served,5.6,0.8080168356241799
15,956,False,False,regular_queue,1,30.259942453230515,3,3,1,6,0,0,0,0,33.009942453230515,served,13.2,2.75
16,624,True,False,premium_queue,1,32.012176686108894,3,7,3,4,0,0,0,0,36.012176686108894,served,12.399999999999999,4.0
17,916,True,True,premium_queue,1,33.950952017776636,3,7,10,1,0,0,0,0,37.262176686108894,served,10.799999999999999,3.311224668332258
18,224,True,True,premium_queue,1,35.03100640099175,2,2,5,0,0,0,0,0,38.762176686108894,served,9.7,3.7311702851171447
19,60,True,False,premium_queue,1,38.09160355396988,3,5,8,7,0,0,0,0,40.762176686108894,served,10.4,2.670573132139012
20,764,True,False,premium_queue,1,46.111888733962246,3,3,2,6,0,0,0,0,49.361888733962246,served,14.6,3.25
21,693,True,False,premium_queue,1,50.19787124997428,2,7,6,0,0,0,0,0,51.44787124997428,served,6.4,1.25
22,66,True,False,premium_queue,1,50.99526202480033,3,7,4,2,0,0,0,0,54.94787124997428,served,15.399999999999999,3.952609225173944
23,41,True,False,premium_queue,1,54.70605335092012,3,2,1,7,0,0,0,0,56.94787124997428,served,15.399999999999999,2.241817899054155
24,476,True,False,premium_queue,1,58.320597241855964,3,1,4,2,0,0,0,0,61.820597241855964,served,18.2,3.5
25,964,True,True,premium_queue,1,59.503080741172695,3,5,8,8,0,0,0,0,63.320597241855964,served,12.5,3.8175165006832685
26,41,True,False,premium_queue,1,60.305860719151006,4,8,2,4,2,0,0,0,67.32059724185596,served,24.5,7.014736522704958
27,830,True,False,premium_queue,1,65.92437494179444,4,7,6,6,2,0,0,0,69.57059724185596,served,17.0,3.646222300061524
28,681,True,False,premium_queue,1,69.7040947140034,2,7,1,0,0,0,0,0,70.7040947140034,served,8.399999999999999,1.0
29,179,True,False,premium_queue,1,70.17050822388298,2,10,3,0,0,0,0,0,72.4540947140034,served,6.4,2.2835864901204275
30,113,True,False,premium_queue,1,73.81304789728111,2,4,9,0,0,0,0,0,77.81304789728111,served,13.25,4.0
31,117,True,False,premium_queue,1,78.10133645691994,4,6,5,10,6,0,0,0,79.60133645691994,served,12.3,1.5
32,268,False,False,regular_queue,1,79.37130943714963,3,1,4,10,0,0,0,0,82.12130943714963,served,13.6,2.75
33,495,True,True,premium_queue,1,79.11300999419043,4,4,10,1,5,0,0,0,82.85133645691994,served,16.3,3.7383264627295034
34,194,True,False,premium_queue,1,80.5426584044467,3,6,8,6,0,0,0,0,84.60133645691994,served,12.1,4.05867805247324
35,170,True,False,premium_queue,1,85.1970162049697,1,10,0,0,0,0,0,0,85.4470162049697,served,2.4,0.25
36,510,False,False,regular_queue,1,83.84822590294256,4,4,5,4,7,0,0,0,86.84822590294256,served,16.7,3.0
37,114,True,True,premium_queue,1,87.72781711932285,3,3,6,2,0,0,0,0,90.97781711932285,served,14.6,3.25
38,929,True,False,premium_queue,1,89.02919407628823,2,1,6,0,0,0,0,0,92.22781711932285,served,9.2,3.1986230430346154
39,353,True,False,premium_queue,1,91.62475940573268,4,2,2,3,6,0,0,0,95.47781711932285,served,21.6,3.853057713590175
40,884,True,False,premium_queue,1,96.51285852435097,1,8,0,0,0,0,0,0,97.51285852435097,served,4.9,1.0
41,320,True,True,premium_queue,1,101.6992658452619,2,1,7,0,0,0,0,0,,balked,8.399999999999999,
42,374,True,False,premium_queue,1,98.77546362271941,4,3,1,7,5,0,0,0,101.77546362271941,served,15.099999999999998,3.0
43,86,True,False,premium_queue,1,100.36233469160939,1,10,0,0,0,0,0,0,102.02546362271941,served,2.4,1.6631289311100232
44,145,True,True,premium_queue,1,101.02136812481845,2,4,5,0,0,0,0,0,104.52546362271941,served,8.3,3.5040954979009626
45,549,True,False,premium_queue,1,101.6694590118572,4,10,3,3,3,0,0,0,106.27546362271941,served,14.4,4.606004610862215
46,225,True,False,premium_queue,1,106.93533203910081,2,5,7,0,0,0,0,0,107.93533203910081,served,5.5,1.0
47,761,True,False,premium_queue,1,107.55022927729827,2,7,3,0,0,0,0,0,109.93533203910081,served,6.8,2.3851027618025427
48,698,True,True,premium_queue,1,109.84173669808047,1,5,0,0,0,0,0,0,113.34173669808047,served,2.7,3.5
49,712,True,False,premium_queue,1,107.64112448503106,4,2,9,7,5,0,0,0,113.93533203910081,served,20.15,6.294207554069757
50,284,True,True,premium_queue,1,113.14562049885137,1,1,0,0,0,0,0,0,114.43533203910081,served,5.6,1.2897115402494421
51,733,True,False,premium_queue,1,117.39464925082198,2,3,7,0,0,0,0,0,119.39464925082198,served,6.8,2.0
52,812,False,False,regular_queue,1,116.854863874909,3,4,10,6,0,0,0,0,119.854863874909,served,11.6,3.0
53,31,True,False,premium_queue,1,119.03049759176251,2,8,7,0,0,0,0,0,120.89464925082198,served,7.7,1.8641516590594733
54,603,True,False,premium_queue,1,120.68630591927423,2,8,7,0,0,0,0,0,122.39464925082198,served,7.7,1.708343331547752
55,361,True,False,premium_queue,1,121.76189300723124,3,4,7,8,0,0,0,0,125.89464925082198,served,13.299999999999999,4.132756243590748
56,942,True,False,premium_queue,1,122.92911386611247,2,1,1,0,0,0,0,0,126.39464925082198,served,11.2,3.4655353847095114
57,614,True,False,premium_queue,1,123.97586669212352,2,6,7,0,0,0,0,0,127.64464925082198,served,6.4,3.6687825586984673
58,421,True,False,premium_queue,1,126.67206590962509,2,7,2,0,0,0,0,0,129.144649250822,served,9.8,2.472583341196909
59,72,True,True,premium_queue,1,127.011000459,2,4,5,0,0,0,0,0,131.644649250822,served,8.3,4.633648791821997
60,972,True,False,premium_queue,1,128.4072114890902,1,1,0,0,0,0,0,0,132.144649250822,served,5.6,3.7374377617317975
61,810,True,False,premium_queue,1,128.62881252349698,2,2,1,0,0,0,0,0,133.644649250822,served,12.6,5.0158367273250235
62,10,False,False,regular_queue,1,132.46351132454063,3,7,8,1,0,0,0,0,134.46351132454063,served,13.3,2.0
63,479,True,False,premium_queue,1,135.04570939828108,3,2,6,1,0,0,0,0,137.29570939828108,served,16.2,2.25
64,14,True,False,premium_queue,1,137.07323679534178,2,4,5,0,0,0,0,0,139.79570939828108,served,8.3,2.722472602939291
65,780,True,True,premium_queue,1,140.55478763499383,3,10,6,4,0,0,0,0,143.55478763499383,served,11.6,3.0
66,706,True,False,premium_queue,1,140.64263957019799,3,10,7,1,0,0,0,0,144.80478763499383,served,10.799999999999999,4.1621480647958435
67,276,True,True,premium_queue,1,142.21433886467645,2,4,6,0,0,0,0,0,147.55478763499383,served,9.2,5.34044877031738
68,639,True,True,premium_queue,1,148.35187275245306,3,2,6,6,0,0,0,0,150.10187275245306,served,14.2,1.75
69,830,True,True,premium_queue,1,153.41675007217776,1,1,0,0,0,0,0,0,153.91675007217776,served,5.6,0.5
70,605,True,False,premium_queue,1,154.49681172339373,3,6,7,2,0,0,0,0,156.74681172339373,served,13.4,2.25
71,905,True,False,premium_queue,1,157.44013670186618,4,4,2,4,2,0,0,0,160.44013670186618,served,25.2,3.0
72,573,True,False,premium_queue,1,157.45338563560017,2,10,4,0,0,0,0,0,162.69013670186618,served,8.0,5.2367510662660095
73,939,True,False,premium_queue,1,158.01314780920077,1,1,0,0,0,0,0,0,163.19013670186618,served,5.6,5.176988892665406
74,533,True,False,premium_queue,1,160.815505998318,3,7,5,7,0,0,0,0,164.19013670186618,served,8.3,3.3746307035481777
75,978,True,False,premium_queue,1,162.51697577373162,2,6,8,0,0,0,0,0,165.94013670186618,served,8.5,3.423160928134564
76,915,True,False,premium_queue,1,164.89162212337752,2,8,2,0,0,0,0,0,167.94013670186618,served,11.9,3.048514578488664
77,823,True,False,premium_queue,1,165.61682505464486,2,4,2,0,0,0,0,0,170.94013670186618,served,12.6,5.323311647221317
78,948,True,False,premium_queue,1,167.1514923387871,4,1,2,1,7,0,0,0,172.94013670186618,served,21.0,5.788644363079072
79,176,True,True,premium_queue,1,169.69946744831282,3,6,2,2,0,0,0,0,174.44946744831282,served,17.6,4.75
80,850,True,False,premium_queue,1,169.59190422512717,4,5,2,4,7,0,0,0,176.94013670186618,served,18.099999999999998,7.348232476739014
81,569,True,False,premium_queue,1,172.06389700966994,4,3,7,8,4,0,0,0,181.94013670186618,served,17.299999999999997,9.876239692196236
82,486,True,False,premium_queue,1,178.45929927858884,2,8,8,0,0,0,0,0,182.94013670186618,served,9.8,4.480837423277336
83,12,True,False,premium_queue,1,178.81412186277416,3,10,6,6,0,0,0,0,183.94013670186618,served,9.6,5.126014839092022
84,166,True,False,premium_queue,1,180.7191477044475,3,2,7,6,0,0,0,0,186.19013670186618,served,13.4,5.4709889974186865
85,163,True,True,premium_queue,1,183.19221898107844,1,5,0,0,0,0,0,0,186.69013670186618,served,2.7,3.49791772078774
86,694,True,False,premium_queue,1,186.10674648866188,2,3,3,0,0,0,0,0,188.19013670186618,served,8.0,2.0833902132042965
87,646,False,False,regular_queue,1,186.4404594955288,2,6,2,0,0,0,0,0,188.1904594955288,served,10.6,1.75
88,801,True,True,premium_queue,1,196.6492824771254,3,2,2,1,0,0,0,0,198.1492824771254,served,19.6,1.5
89,195,True,False,premium_queue,1,196.69932866749963,4,7,10,7,3,0,0,0,200.3992824771254,served,12.0,3.6999538096257822
90,305,True,False,premium_queue,1,197.51727248589845,2,10,6,0,0,0,0,0,201.3992824771254,served,6.0,3.8820099912269654
91,325,True,True,premium_queue,1,198.04465444561683,1,1,0,0,0,0,0,0,201.54465444561683,served,5.6,3.5
92,682,True,True,premium_queue,1,201.00779007517258,3,3,2,3,0,0,0,0,204.04465444561683,served,15.0,3.036864370444249
93,952,True,False,premium_queue,1,205.01984703729843,3,1,1,7,0,0,0,0,206.01984703729843,served,14.0,1.0
94,36,False,False,regular_queue,1,205.37358545635584,2,2,1,0,0,0,0,0,206.87358545635584,served,12.6,1.5
95,113,True,True,premium_queue,1,210.80587634175606,3,7,7,10,0,0,0,0,211.55587634175606,served,8.0,0.75
96,20,True,False,premium_queue,1,211.4572456270094,2,4,9,0,0,0,0,0,215.55587634175606,served,13.25,4.098630714746662
97,904,True,False,premium_queue,1,212.6243914318821,3,6,7,7,0,0,0,0,216.80587634175606,served,9.2,4.181484909873973
98,400,True,False,premium_queue,1,216.27809508064726,3,5,8,4,0,0,0,0,220.30587634175606,served,13.2,4.0277812611087995
99,116,True,False,premium_queue,1,217.08410749782877,2,4,8,0,0,0,0,0,223.30587634175606,served,10.5,6.221768843927293
100,750,True,False,premium_queue,1,218.65510860040467,3,8,5,4,0,0,0,0,226.80587634175606,served,13.2,8.150767741351387
101,375,True,False,premium_queue,1,220.19400712303639,1,1,0,0,0,0,0,0,228.69400712303639,served,5.6,8.5
102,299,True,False,premium_queue,1,219.9380515111494,2,3,6,0,0,0,0,0,229.05587634175606,served,7.6,9.11782483060665
103,476,True,False,premium_queue,1,222.73355544251228,1,1,0,0,0,0,0,0,229.55587634175606,served,5.6,6.822320899243778
104,631,True,False,premium_queue,1,224.02881847236478,2,7,2,0,0,0,0,0,231.05587634175606,served,9.8,7.027057869391285
105,697,True,False,premium_queue,1,226.33069097359007,2,8,6,0,0,0,0,0,232.80587634175606,served,8.5,6.475185368165995
106,639,True,False,premium_queue,1,231.42956366006163,2,1,7,0,0,0,0,0,233.80587634175606,served,8.399999999999999,2.3763126816944293
107,714,True,False,premium_queue,1,232.77389722765056,4,1,4,1,7,0,0,0,236.80587634175606,served,19.599999999999998,4.031979114105496
108,796,True,False,premium_queue,1,234.79913730077783,1,8,0,0,0,0,0,0,237.80587634175606,served,4.9,3.006739040978232
109,444,True,False,premium_queue,1,237.39202456533255,2,5,7,0,0,0,0,0,238.80587634175606,served,5.5,1.4138517764235132
110,419,True,False,premium_queue,1,240.85100551558327,3,1,2,7,0,0,0,0,242.85100551558327,served,15.399999999999999,2.0
111,63,True,False,premium_queue,1,241.29312374128835,3,9,4,10,0,0,0,0,247.10100551558327,served,15.65,5.807881774294913
112,888,True,False,premium_queue,1,245.15767710901554,4,4,1,7,6,0,0,0,250.85100551558327,served,17.6,5.69332840656773
113,126,True,False,premium_queue,1,246.05945476507392,3,8,7,2,0,0,0,0,253.35100551558327,served,14.7,7.291550750509344
114,663,True,False,premium_queue,1,247.3433328356452,1,7,0,0,0,0,0,0,253.85100551558327,served,2.8,6.507672679938054
115,339,True,False,premium_queue,1,248.1561658211018,2,7,6,0,0,0,0,0,255.10100551558327,served,6.4,6.944839694481459
116,285,True,False,premium_queue,1,250.58781795995478,4,9,6,10,7,0,0,0,258.60100551558327,served,16.45,8.013187555628491
117,839,True,False,premium_queue,1,253.16796256826748,3,6,7,10,0,0,0,0,260.10100551558327,served,8.8,6.9330429473157835
118,662,True,False,premium_queue,1,255.7616397083726,3,8,1,8,0,0,0,0,261.60100551558327,served,15.4,5.839365807210669
119,950,True,True,premium_queue,1,261.4624751189101,3,8,6,6,0,0,0,0,263.35100551558327,served,12.1,1.8885303966731612
120,391,True,False,premium_queue,1,264.23685234017347,3,1,8,6,0,0,0,0,266.48685234017347,served,14.1,2.25
121,427,True,False,premium_queue,1,268.02185810772903,3,2,10,1,0,0,0,0,269.77185810772903,served,15.0,1.75
122,424,True,False,premium_queue,1,270.438092300721,4,2,4,2,3,0,0,0,274.938092300721,served,23.6,4.5
123,439,True,True,premium_queue,1,272.78221218758006,3,10,10,1,0,0,0,0,276.53221218758006,served,10.399999999999999,3.75
124,757,True,False,premium_queue,1,271.99081832664575,2,1,9,0,0,0,0,0,277.438092300721,served,13.25,5.4472739740752445
125,303,True,False,premium_queue,1,277.1545028817118,3,9,6,8,0,0,0,0,281.188092300721,served,16.15,4.033589419009218
126,530,True,False,premium_queue,1,277.84038507866927,3,2,6,7,0,0,0,0,283.438092300721,served,13.399999999999999,5.597707222051724
127,569,True,False,premium_queue,1,286.3361047701934,3,7,4,7,0,0,0,0,,balked,11.2,
128,607,True,False,premium_queue,1,286.6263948851542,2,5,7,0,0,0,0,0,,balked,5.5,
129,81,True,False,premium_queue,1,279.1254363054662,3,2,9,6,0,0,0,0,287.188092300721,served,18.25,8.062655995254772
130,946,True,False,premium_queue,1,279.7562373346727,3,7,6,6,0,0,0,0,288.438092300721,served,10.0,8.68185496604832
131,414,True,False,premium_queue,1,281.54517517203715,2,8,10,0,0,0,0,0,289.688092300721,served,7.300000000000001,8.142917128683848
132,200,True,False,premium_queue,1,283.7638213895082,3,5,1,7,0,0,0,0,293.2638213895082,served,11.100000000000001,9.5
133,863,True,False,premium_queue,1,284.41054639161126,3,8,8,5,0,0,0,0,293.91054639161126,served,12.5,9.5
134,614,True,False,premium_queue,1,282.69297953951826,3,4,9,5,0,0,0,0,294.188092300721,served,15.95,11.495112761202734
135,445,True,False,premium_queue,1,297.02752430491523,3,1,8,5,0,0,0,0,299.02752430491523,served,13.2,2.0
136,856,True,True,premium_queue,1,297.4968064802586,3,10,2,7,0,0,0,0,300.77752430491523,served,12.2,3.2807178246566195
137,147,True,False,premium_queue,1,298.3875436180741,3,7,1,6,0,0,0,0,302.52752430491523,served,11.999999999999998,4.139980686841113
138,345,True,True,premium_queue,1,300.6355683390366,3,1,2,5,0,0,0,0,304.52752430491523,served,15.3,3.891955965878651
139,871,True,False,premium_queue,1,302.7877780343372,3,1,2,2,0,0,0,0,306.02752430491523,served,19.6,3.2397462705780526
140,56,True,True,premium_queue,1,303.2552662342659,2,8,2,0,0,0,0,0,308.02752430491523,served,11.9,4.772258070649343
141,428,True,False,premium_queue,1,304.19271215846123,3,10,1,6,0,0,0,0,309.52752430491523,served,11.6,5.334812146453999
142,324,True,False,premium_queue,1,307.1166907626106,1,1,0,0,0,0,0,0,310.02752430491523,served,5.6,2.9108335423046583
143,697,True,False,premium_queue,1,307.9149615974935,2,1,8,0,0,0,0,0,311.52752430491523,served,10.5,3.6125627074217164
144,4,True,False,premium_queue,1,310.85925566291206,3,1,5,2,0,0,0,0,313.52752430491523,served,15.3,2.66826864200317
145,22,True,False,premium_queue,1,313.12297841894446,1,5,0,0,0,0,0,0,314.02752430491523,served,2.7,0.9045458859707765
146,917,True,False,premium_queue,1,315.0951002969636,3,3,10,9,0,0,0,0,318.8451002969636,served,14.05,3.75
147,428,True,False,premium_queue,1,316.4027586036442,2,10,9,0,0,0,0,0,321.0951002969636,served,10.05,4.692341693319406
148,858,True,False,premium_queue,1,320.9885835398439,5,1,4,7,6,6,0,0,324.8451002969636,served,21.200000000000003,3.8565167571197208
149,948,True,False,premium_queue,1,323.3023364229513,3,7,6,1,0,0,0,0,326.5951002969636,served,12.0,3.29276387401228
150,346,True,True,premium_queue,1,326.3942182694803,2,6,5,0,0,0,0,0,327.8451002969636,served,6.300000000000001,1.450882027483317
